annotation_id,image_id,occlusion_ratio,occlusion_group
113,1,0.1624733475479744,Medium (10-30%)
114,1,0.0,Low (<10%)
115,1,0.0,Low (<10%)
116,1,0.0,Low (<10%)
117,1,0.0,Low (<10%)
118,1,0.0,Low (<10%)
119,1,0.0,Low (<10%)
120,1,0.0,Low (<10%)
121,1,0.0,Low (<10%)
122,1,0.0,Low (<10%)
123,1,0.0728744939271255,Low (<10%)
124,1,0.37037037037037035,High (>30%)
125,1,0.563034188034188,High (>30%)
126,1,0.0,Low (<10%)
127,1,0.0,Low (<10%)
128,1,0.49415204678362573,High (>30%)
129,1,0.7551020408163265,High (>30%)
130,1,0.875,High (>30%)
131,1,0.5294117647058824,High (>30%)
132,1,0.37575757575757573,High (>30%)
133,1,0.048,Low (<10%)
134,1,0.3393939393939394,High (>30%)
135,1,0.17845117845117844,Medium (10-30%)
136,1,0.06190476190476191,Low (<10%)
137,1,0.16842105263157894,Medium (10-30%)
138,1,0.8125,High (>30%)
139,1,0.0,Low (<10%)
140,1,0.13392857142857142,Medium (10-30%)
141,1,0.37037037037037035,High (>30%)
142,1,0.4473684210526316,High (>30%)
143,1,0.09803921568627451,Low (<10%)
144,1,0.1,Medium (10-30%)
145,2,0.0,Low (<10%)
146,2,0.0,Low (<10%)
147,2,0.0,Low (<10%)
148,2,0.0,Low (<10%)
149,2,0.0,Low (<10%)
150,2,0.0,Low (<10%)
151,2,0.0,Low (<10%)
152,2,0.0,Low (<10%)
153,2,0.0,Low (<10%)
154,2,0.0,Low (<10%)
155,2,0.0,Low (<10%)
156,2,0.0,Low (<10%)
157,3,0.0,Low (<10%)
158,3,0.23893805309734514,Medium (10-30%)
159,3,0.42717497556207235,High (>30%)
160,3,0.36923076923076925,High (>30%)
161,3,0.3964086313565716,High (>30%)
162,3,0.5154816513761468,High (>30%)
163,3,0.5585499894314099,High (>30%)
164,3,0.5986406413384454,High (>30%)
165,3,0.9333333333333333,High (>30%)
166,3,0.4341658957755165,High (>30%)
167,3,0.0,Low (<10%)
168,3,0.4889983074319126,High (>30%)
169,3,0.5,High (>30%)
170,3,0.0,Low (<10%)
171,3,0.0,Low (<10%)
172,3,0.0,Low (<10%)
173,3,0.19786535303776684,Medium (10-30%)
174,3,0.36340038935756,High (>30%)
175,3,0.0,Low (<10%)
176,3,0.0,Low (<10%)
177,3,0.038345864661654135,Low (<10%)
178,3,0.2371764705882353,Medium (10-30%)
179,3,0.09375,Low (<10%)
180,3,0.12690951821386603,Medium (10-30%)
181,3,0.0,Low (<10%)
182,3,0.0,Low (<10%)
183,3,1.0,High (>30%)
184,3,0.3659621802002225,High (>30%)
185,3,0.25,Medium (10-30%)
186,3,0.17857142857142858,Medium (10-30%)
187,3,0.0,Low (<10%)
188,3,0.0,Low (<10%)
189,3,0.0,Low (<10%)
190,3,0.1614190687361419,Medium (10-30%)
191,3,0.38735177865612647,High (>30%)
192,3,0.15569570358691368,Medium (10-30%)
193,3,0.11904761904761904,Medium (10-30%)
194,3,0.0,Low (<10%)
195,3,0.0,Low (<10%)
196,3,0.0,Low (<10%)
197,3,0.0,Low (<10%)
198,3,0.09411764705882353,Low (<10%)
199,3,0.5333333333333333,High (>30%)
200,3,0.15787037037037038,Medium (10-30%)
201,3,1.0956937799043063,High (>30%)
202,3,0.046153846153846156,Low (<10%)
203,3,0.4004764998917046,High (>30%)
204,3,0.4427685759230129,High (>30%)
205,3,1.1180223285486444,High (>30%)
206,3,1.0203856749311295,High (>30%)
207,3,0.8995535714285714,High (>30%)
208,3,0.45852187028657615,High (>30%)
209,3,0.6675191815856778,High (>30%)
210,3,0.4726264726264726,High (>30%)
211,3,0.9069767441860465,High (>30%)
212,3,0.2627608047690015,Medium (10-30%)
213,3,0.41509433962264153,High (>30%)
214,3,0.15786452353616534,Medium (10-30%)
215,3,0.517948717948718,High (>30%)
216,3,0.2961967755270773,Medium (10-30%)
217,3,0.08074534161490683,Low (<10%)
218,3,0.16707616707616707,Medium (10-30%)
219,3,0.5263157894736842,High (>30%)
220,3,0.4719387755102041,High (>30%)
221,3,0.1694436979306638,Medium (10-30%)
222,3,1.391304347826087,High (>30%)
223,3,0.511333914559721,High (>30%)
224,3,0.9076472402096823,High (>30%)
225,3,0.8354377104377104,High (>30%)
226,3,0.9572981366459627,High (>30%)
227,3,0.17173524150268335,Medium (10-30%)
228,3,0.07272727272727272,Low (<10%)
229,3,0.0,Low (<10%)
230,3,0.16475972540045766,Medium (10-30%)
231,3,0.42886492039034413,High (>30%)
232,3,0.5045871559633027,High (>30%)
233,3,0.3570230607966457,High (>30%)
234,3,1.267628205128205,High (>30%)
235,3,0.22130627774254916,Medium (10-30%)
236,3,0.23129251700680273,Medium (10-30%)
237,3,0.13991769547325103,Medium (10-30%)
238,3,0.9629629629629629,High (>30%)
239,3,0.6842105263157895,High (>30%)
240,3,0.11206896551724138,Medium (10-30%)
241,3,0.0,Low (<10%)
242,5,0.0,Low (<10%)
243,5,0.18421052631578946,Medium (10-30%)
244,5,0.08506555804285257,Low (<10%)
245,5,0.0,Low (<10%)
246,5,0.0,Low (<10%)
247,5,0.1130952380952381,Medium (10-30%)
248,5,0.1936026936026936,Medium (10-30%)
249,5,0.0,Low (<10%)
250,5,0.3959302325581395,High (>30%)
251,5,0.3534956794972506,High (>30%)
252,5,0.26102292768959434,Medium (10-30%)
253,5,0.463768115942029,High (>30%)
254,5,0.0,Low (<10%)
255,5,0.036071428571428574,Low (<10%)
256,5,0.030303030303030304,Low (<10%)
257,5,0.030797101449275364,Low (<10%)
258,5,0.09262759924385633,Low (<10%)
259,5,0.078714859437751,Low (<10%)
260,5,0.0,Low (<10%)
261,5,0.0,Low (<10%)
262,5,0.0,Low (<10%)
263,5,0.0,Low (<10%)
264,5,0.0,Low (<10%)
265,5,0.0,Low (<10%)
266,5,0.0,Low (<10%)
267,5,0.16666666666666666,Medium (10-30%)
268,5,0.0,Low (<10%)
269,5,0.0725338491295938,Low (<10%)
270,5,0.19959016393442622,Medium (10-30%)
271,5,0.4542631956054454,High (>30%)
272,5,0.1990558615263572,Medium (10-30%)
273,5,0.01737835153922542,Low (<10%)
274,5,0.013157894736842105,Low (<10%)
275,5,0.0,Low (<10%)
276,5,0.0,Low (<10%)
277,5,0.0,Low (<10%)
278,5,0.0,Low (<10%)
279,5,0.0,Low (<10%)
280,5,0.0,Low (<10%)
281,5,0.0,Low (<10%)
282,5,0.0,Low (<10%)
283,5,0.0,Low (<10%)
284,5,0.0,Low (<10%)
285,5,0.0,Low (<10%)
286,5,0.3611111111111111,High (>30%)
287,5,0.26325940212150434,Medium (10-30%)
288,5,0.0,Low (<10%)
289,5,0.0,Low (<10%)
290,5,0.026944806605823556,Low (<10%)
291,5,0.12844611528822056,Medium (10-30%)
292,5,0.08219727345629511,Low (<10%)
293,5,0.0,Low (<10%)
294,5,0.0,Low (<10%)
295,5,0.056363636363636366,Low (<10%)
296,5,0.0,Low (<10%)
297,5,0.1891891891891892,Medium (10-30%)
298,5,0.0,Low (<10%)
299,6,0.0,Low (<10%)
300,6,0.12909632571996027,Medium (10-30%)
301,6,0.0,Low (<10%)
302,6,0.0,Low (<10%)
303,6,0.0,Low (<10%)
304,6,0.0,Low (<10%)
305,6,0.0,Low (<10%)
306,6,0.033484911120297646,Low (<10%)
307,6,0.01789208834218619,Low (<10%)
308,6,0.009085009733939001,Low (<10%)
309,6,0.010638297872340425,Low (<10%)
310,6,0.0,Low (<10%)
311,6,0.003781512605042017,Low (<10%)
312,6,0.008403361344537815,Low (<10%)
313,6,0.15827837556404026,Medium (10-30%)
314,6,0.21081830790568654,Medium (10-30%)
315,6,0.0,Low (<10%)
316,6,0.01837568058076225,Low (<10%)
317,6,0.02830188679245283,Low (<10%)
318,6,0.0,Low (<10%)
319,6,0.0,Low (<10%)
320,6,0.19279201042118976,Medium (10-30%)
321,6,0.29942028985507246,Medium (10-30%)
322,6,0.31246684350132625,High (>30%)
323,6,0.0,Low (<10%)
324,6,0.0,Low (<10%)
325,6,0.0,Low (<10%)
326,6,0.0,Low (<10%)
327,6,0.0,Low (<10%)
328,6,0.0,Low (<10%)
329,6,0.0,Low (<10%)
330,6,0.0,Low (<10%)
331,6,0.0,Low (<10%)
332,6,0.0,Low (<10%)
333,6,0.1111111111111111,Medium (10-30%)
334,6,0.03882657463330457,Low (<10%)
335,6,0.0,Low (<10%)
336,6,0.0,Low (<10%)
337,6,0.0,Low (<10%)
338,6,0.4972972972972973,High (>30%)
339,6,0.6589147286821705,High (>30%)
340,6,0.1708910373660831,Medium (10-30%)
341,6,0.1841290322580645,Medium (10-30%)
342,6,0.3701531443466927,High (>30%)
343,6,0.4,High (>30%)
344,6,0.0,Low (<10%)
345,6,0.0,Low (<10%)
346,6,0.0,Low (<10%)
347,6,0.17857142857142858,Medium (10-30%)
348,6,0.1627384960718294,Medium (10-30%)
349,6,0.07792207792207792,Low (<10%)
350,6,0.0,Low (<10%)
351,6,0.1296111665004985,Medium (10-30%)
352,7,0.0,Low (<10%)
353,7,0.0,Low (<10%)
354,7,0.0,Low (<10%)
355,7,0.0,Low (<10%)
356,7,0.08260869565217391,Low (<10%)
357,7,0.0,Low (<10%)
358,7,0.0,Low (<10%)
359,7,0.0,Low (<10%)
360,7,0.0,Low (<10%)
361,7,0.0,Low (<10%)
362,7,0.0,Low (<10%)
363,7,0.0,Low (<10%)
364,7,0.10933503836317135,Medium (10-30%)
365,7,0.0,Low (<10%)
366,7,0.0,Low (<10%)
367,8,0.0,Low (<10%)
368,8,0.0,Low (<10%)
369,8,0.0,Low (<10%)
370,8,0.09923664122137404,Low (<10%)
371,8,0.3888888888888889,High (>30%)
372,8,0.0,Low (<10%)
373,8,0.0,Low (<10%)
374,9,0.0,Low (<10%)
375,9,0.0,Low (<10%)
376,9,0.0,Low (<10%)
377,9,0.0,Low (<10%)
378,10,0.0,Low (<10%)
379,10,0.042105263157894736,Low (<10%)
380,10,0.060405851816894764,Low (<10%)
381,10,0.0,Low (<10%)
382,10,0.03544776119402985,Low (<10%)
383,10,0.19868242183415247,Medium (10-30%)
384,10,0.4867228990940331,High (>30%)
385,10,0.009095634095634096,Low (<10%)
386,10,0.47553691701613926,High (>30%)
387,10,0.30402384500745155,High (>30%)
388,10,0.0,Low (<10%)
389,10,0.1955244122965642,Medium (10-30%)
390,10,0.3291288737717309,High (>30%)
391,10,0.5625,High (>30%)
392,10,0.5490196078431373,High (>30%)
393,10,0.0,Low (<10%)
394,10,0.0,Low (<10%)
395,10,0.0,Low (<10%)
396,10,0.0,Low (<10%)
397,10,0.028846153846153848,Low (<10%)
398,10,0.013143176733780761,Low (<10%)
399,10,0.0,Low (<10%)
400,10,0.01612476870208829,Low (<10%)
401,10,0.0,Low (<10%)
402,10,0.01799410029498525,Low (<10%)
403,10,0.2414075286415712,Medium (10-30%)
404,10,0.16680851063829788,Medium (10-30%)
405,10,0.20955165692007796,Medium (10-30%)
406,10,0.07089889672635197,Low (<10%)
407,10,0.14728940783986655,Medium (10-30%)
408,10,0.03274336283185841,Low (<10%)
409,10,0.05121816168327796,Low (<10%)
410,10,0.02311926605504587,Low (<10%)
411,10,0.0,Low (<10%)
412,10,0.0,Low (<10%)
413,10,0.16958677685950413,Medium (10-30%)
414,10,0.05356055995130858,Low (<10%)
415,10,0.0518579686209744,Low (<10%)
416,10,0.05555555555555555,Low (<10%)
417,10,0.21844181459566075,Medium (10-30%)
418,10,0.39316239316239315,High (>30%)
419,10,0.0,Low (<10%)
420,10,0.3864864864864865,High (>30%)
421,10,0.0,Low (<10%)
422,10,0.1352542372881356,Medium (10-30%)
423,10,0.0,Low (<10%)
424,10,0.0,Low (<10%)
425,10,0.3390112172829248,High (>30%)
426,10,0.23382763808295723,Medium (10-30%)
427,10,0.0,Low (<10%)
428,10,0.0,Low (<10%)
429,10,0.0,Low (<10%)
430,10,0.17647058823529413,Medium (10-30%)
431,10,0.3661503008577647,High (>30%)
432,10,0.3173899271460247,High (>30%)
433,10,0.4487917146144994,High (>30%)
434,10,0.0,Low (<10%)
435,10,0.18046132971506107,Medium (10-30%)
436,10,0.06521739130434782,Low (<10%)
437,10,0.12244897959183673,Medium (10-30%)
438,10,0.259694683277768,Medium (10-30%)
439,10,0.18822393822393824,Medium (10-30%)
440,10,0.27401837928153716,Medium (10-30%)
441,11,0.0,Low (<10%)
442,11,0.0,Low (<10%)
443,11,0.03272939801285798,Low (<10%)
444,11,0.03571428571428571,Low (<10%)
445,11,0.0,Low (<10%)
446,11,0.2649285113540791,Medium (10-30%)
447,11,0.2922077922077922,Medium (10-30%)
448,11,0.0611439842209073,Low (<10%)
449,11,0.0,Low (<10%)
450,11,0.0,Low (<10%)
451,11,0.0499194847020934,Low (<10%)
452,11,0.0,Low (<10%)
453,11,0.0,Low (<10%)
454,11,0.0,Low (<10%)
455,11,0.0,Low (<10%)
456,11,0.0,Low (<10%)
457,11,0.0,Low (<10%)
458,11,0.0,Low (<10%)
459,11,0.0,Low (<10%)
460,11,0.3355844155844156,High (>30%)
461,11,0.4441489361702128,High (>30%)
462,11,0.011702127659574468,Low (<10%)
463,11,0.0,Low (<10%)
464,11,0.0,Low (<10%)
465,11,1.0,High (>30%)
466,11,0.0,Low (<10%)
467,11,0.056551889048302245,Low (<10%)
468,11,0.14232765011119347,Medium (10-30%)
469,11,0.231859410430839,Medium (10-30%)
470,11,0.0,Low (<10%)
471,11,0.10513196480938417,Medium (10-30%)
472,11,0.2619047619047619,Medium (10-30%)
473,11,0.0,Low (<10%)
474,11,0.1364326375711575,Medium (10-30%)
475,11,0.0,Low (<10%)
476,11,0.0,Low (<10%)
477,11,0.0,Low (<10%)
478,11,0.0,Low (<10%)
479,11,0.0,Low (<10%)
480,12,0.0,Low (<10%)
481,12,0.0,Low (<10%)
482,12,0.0,Low (<10%)
483,12,0.0,Low (<10%)
484,12,0.0,Low (<10%)
485,12,0.0,Low (<10%)
486,12,0.028735632183908046,Low (<10%)
487,12,0.0,Low (<10%)
488,12,0.0,Low (<10%)
489,12,0.0,Low (<10%)
490,12,0.0,Low (<10%)
491,12,0.014231499051233396,Low (<10%)
492,12,0.0,Low (<10%)
493,12,0.0,Low (<10%)
494,12,0.0,Low (<10%)
495,12,0.0,Low (<10%)
496,12,0.0,Low (<10%)
497,12,0.0,Low (<10%)
498,12,0.09605488850771869,Low (<10%)
499,12,0.0,Low (<10%)
500,12,0.0,Low (<10%)
501,12,0.0,Low (<10%)
502,12,0.0,Low (<10%)
503,12,0.0,Low (<10%)
504,12,0.0,Low (<10%)
505,12,0.0,Low (<10%)
506,12,0.0,Low (<10%)
507,12,0.2814814814814815,Medium (10-30%)
508,12,0.24773242630385486,Medium (10-30%)
509,12,0.014141414141414142,Low (<10%)
510,12,0.004004576659038902,Low (<10%)
511,12,0.0,Low (<10%)
512,12,0.0,Low (<10%)
513,12,0.0,Low (<10%)
514,12,0.0,Low (<10%)
515,12,0.0,Low (<10%)
516,12,0.0,Low (<10%)
517,12,0.0,Low (<10%)
518,12,0.0,Low (<10%)
519,12,0.1308888888888889,Medium (10-30%)
520,12,0.0,Low (<10%)
521,12,0.3333333333333333,High (>30%)
522,12,0.20975783475783477,Medium (10-30%)
523,13,0.34388059701492535,High (>30%)
524,13,0.8181818181818182,High (>30%)
525,13,0.0,Low (<10%)
526,13,0.0,Low (<10%)
527,13,0.12428571428571429,Medium (10-30%)
528,13,0.11153846153846154,Medium (10-30%)
529,13,0.0,Low (<10%)
530,13,0.12195121951219512,Medium (10-30%)
531,13,0.10644007155635063,Medium (10-30%)
532,13,0.08974358974358974,Low (<10%)
533,13,0.0,Low (<10%)
534,13,0.32553191489361705,High (>30%)
535,13,0.5012285012285013,High (>30%)
536,13,0.0,Low (<10%)
537,13,0.13134328358208955,Medium (10-30%)
538,13,0.24616858237547892,Medium (10-30%)
539,13,0.0,Low (<10%)
540,13,0.0,Low (<10%)
541,13,0.0,Low (<10%)
542,13,0.0,Low (<10%)
543,13,0.0,Low (<10%)
544,13,0.2265625,Medium (10-30%)
545,13,0.18795518207282913,Medium (10-30%)
546,13,0.13713369963369965,Medium (10-30%)
547,13,0.6228260869565218,High (>30%)
548,13,0.4366391184573003,High (>30%)
549,13,0.0769757098871023,Low (<10%)
550,13,0.2003968253968254,Medium (10-30%)
551,13,0.6266924564796905,High (>30%)
552,13,0.0,Low (<10%)
553,13,0.42074074074074075,High (>30%)
554,13,0.0,Low (<10%)
555,13,0.0,Low (<10%)
556,13,0.006663890045814244,Low (<10%)
557,13,0.29127134724857684,Medium (10-30%)
558,13,0.3170731707317073,High (>30%)
559,13,0.0,Low (<10%)
560,13,0.0,Low (<10%)
561,13,0.085995085995086,Low (<10%)
562,13,0.0875,Low (<10%)
563,13,0.19,Medium (10-30%)
564,13,0.0,Low (<10%)
565,13,0.0,Low (<10%)
566,13,0.0,Low (<10%)
567,13,0.05722670579603815,Low (<10%)
568,13,0.06006931074316519,Low (<10%)
569,13,0.0,Low (<10%)
570,13,0.0,Low (<10%)
571,13,0.0,Low (<10%)
572,13,0.0,Low (<10%)
573,13,0.0,Low (<10%)
574,13,0.0,Low (<10%)
575,13,0.0,Low (<10%)
576,13,0.0,Low (<10%)
577,13,0.0,Low (<10%)
578,13,0.0,Low (<10%)
579,13,0.012254901960784314,Low (<10%)
580,13,0.019255455712451863,Low (<10%)
581,13,0.0,Low (<10%)
582,13,0.0023894862604540022,Low (<10%)
583,13,0.0018867924528301887,Low (<10%)
584,13,0.12222222222222222,Medium (10-30%)
585,13,0.09210526315789473,Low (<10%)
586,13,0.0,Low (<10%)
587,13,0.001402524544179523,Low (<10%)
588,13,0.002331002331002331,Low (<10%)
589,13,0.0,Low (<10%)
590,13,0.0,Low (<10%)
591,13,0.0,Low (<10%)
592,13,0.12566137566137567,Medium (10-30%)
593,13,0.0,Low (<10%)
594,13,0.3333333333333333,High (>30%)
595,13,1.0380622837370241,High (>30%)
596,13,0.0,Low (<10%)
597,13,0.1076923076923077,Medium (10-30%)
598,14,0.0,Low (<10%)
599,14,0.0,Low (<10%)
600,14,0.0,Low (<10%)
601,14,0.0,Low (<10%)
602,14,0.0,Low (<10%)
603,14,0.0,Low (<10%)
604,14,0.0,Low (<10%)
605,14,0.6818181818181818,High (>30%)
606,14,0.16837169650468883,Medium (10-30%)
607,14,0.0,Low (<10%)
608,14,0.0,Low (<10%)
609,14,0.0,Low (<10%)
610,14,0.0,Low (<10%)
611,14,0.0,Low (<10%)
612,14,0.0,Low (<10%)
613,14,0.0,Low (<10%)
614,14,0.0,Low (<10%)
615,14,0.0,Low (<10%)
616,14,0.0,Low (<10%)
617,14,0.0,Low (<10%)
618,14,0.0,Low (<10%)
619,14,0.0,Low (<10%)
620,14,0.0,Low (<10%)
621,14,0.0,Low (<10%)
622,14,0.0,Low (<10%)
623,14,0.0,Low (<10%)
624,14,0.0,Low (<10%)
625,14,0.0,Low (<10%)
626,14,0.0,Low (<10%)
627,14,0.0,Low (<10%)
628,15,0.0,Low (<10%)
629,15,0.0,Low (<10%)
630,15,0.0,Low (<10%)
631,15,0.0,Low (<10%)
632,15,0.0,Low (<10%)
633,15,0.0,Low (<10%)
634,15,0.0,Low (<10%)
635,15,0.0,Low (<10%)
636,15,0.0,Low (<10%)
637,15,0.0,Low (<10%)
638,15,0.0,Low (<10%)
639,15,0.0,Low (<10%)
640,15,0.0,Low (<10%)
641,15,0.0,Low (<10%)
642,15,0.0,Low (<10%)
643,15,0.0,Low (<10%)
644,15,0.024916943521594685,Low (<10%)
645,15,0.0777000777000777,Low (<10%)
646,15,0.0,Low (<10%)
647,15,0.04479283314669653,Low (<10%)
648,15,0.034453057708871665,Low (<10%)
649,15,0.18292682926829268,Medium (10-30%)
650,15,0.0,Low (<10%)
651,15,0.0,Low (<10%)
652,15,0.0,Low (<10%)
653,15,0.0,Low (<10%)
654,15,0.0,Low (<10%)
655,15,0.0,Low (<10%)
656,15,0.0,Low (<10%)
657,15,0.0,Low (<10%)
658,15,0.0029304029304029304,Low (<10%)
659,15,0.0,Low (<10%)
660,15,0.0,Low (<10%)
661,15,0.0,Low (<10%)
662,15,0.003276003276003276,Low (<10%)
663,15,0.275571002979146,Medium (10-30%)
664,15,0.2441077441077441,Medium (10-30%)
665,16,0.0,Low (<10%)
666,16,0.24111822947000583,Medium (10-30%)
667,16,0.5979503350413875,High (>30%)
668,16,0.0,Low (<10%)
669,16,0.0,Low (<10%)
670,16,0.0,Low (<10%)
671,16,0.0,Low (<10%)
672,16,1.0,High (>30%)
673,16,0.04131054131054131,Low (<10%)
674,16,0.0,Low (<10%)
675,16,0.0,Low (<10%)
676,16,0.0,Low (<10%)
677,16,0.0,Low (<10%)
678,16,0.0,Low (<10%)
679,16,0.0,Low (<10%)
680,16,0.061224489795918366,Low (<10%)
681,16,0.01644736842105263,Low (<10%)
682,16,0.0,Low (<10%)
683,16,0.0,Low (<10%)
684,16,0.0,Low (<10%)
685,16,0.16981132075471697,Medium (10-30%)
686,16,0.4061469846810161,High (>30%)
687,16,0.3248818897637795,High (>30%)
688,16,0.08826254826254826,Low (<10%)
689,16,0.18636207488835452,Medium (10-30%)
690,16,0.09090909090909091,Low (<10%)
691,16,0.11173691860465117,Medium (10-30%)
692,16,0.3125,High (>30%)
693,16,0.0,Low (<10%)
694,16,0.402,High (>30%)
695,16,0.5217391304347826,High (>30%)
696,16,0.5123529411764706,High (>30%)
697,16,0.13771186440677965,Medium (10-30%)
698,16,0.0,Low (<10%)
699,16,0.029214850882531954,Low (<10%)
700,16,0.11316872427983539,Medium (10-30%)
701,17,0.0,Low (<10%)
702,17,0.0,Low (<10%)
703,17,0.5583546306437873,High (>30%)
704,17,0.971005291005291,High (>30%)
705,17,0.0033783783783783786,Low (<10%)
706,17,0.9733333333333334,High (>30%)
707,17,0.0,Low (<10%)
708,17,0.007601351351351352,Low (<10%)
709,17,0.15281461833185972,Medium (10-30%)
710,17,0.3727799227799228,High (>30%)
711,17,0.4663299663299663,High (>30%)
712,17,0.4446714334354784,High (>30%)
713,17,0.7898648648648648,High (>30%)
714,17,0.8012820512820513,High (>30%)
715,17,0.0008181966944853543,Low (<10%)
716,17,0.0012077294685990338,Low (<10%)
717,17,0.0,Low (<10%)
718,17,0.05357142857142857,Low (<10%)
719,17,0.14177433247200688,Medium (10-30%)
720,17,0.22883010829043138,Medium (10-30%)
721,17,0.677257525083612,High (>30%)
722,17,0.0961734693877551,Low (<10%)
723,17,0.0,Low (<10%)
724,17,0.12566666666666668,Medium (10-30%)
725,17,0.11911764705882352,Medium (10-30%)
726,17,0.3681267474370923,High (>30%)
727,17,0.47214076246334313,High (>30%)
728,17,0.39258254183627317,High (>30%)
729,17,0.0,Low (<10%)
730,17,0.0,Low (<10%)
731,17,0.1509976057462091,Medium (10-30%)
732,17,0.40186915887850466,High (>30%)
733,17,0.0,Low (<10%)
734,17,0.0,Low (<10%)
735,17,0.031914893617021274,Low (<10%)
736,17,0.0,Low (<10%)
737,17,0.9230769230769231,High (>30%)
738,17,0.0,Low (<10%)
739,17,0.16196741854636593,Medium (10-30%)
740,17,0.06145833333333333,Low (<10%)
741,17,1.0,High (>30%)
742,17,0.0,Low (<10%)
743,17,0.193359375,Medium (10-30%)
744,17,0.1213235294117647,Medium (10-30%)
745,17,0.1413282369804109,Medium (10-30%)
746,17,1.0,High (>30%)
747,17,0.24087784241142252,Medium (10-30%)
748,17,0.0,Low (<10%)
749,17,0.0,Low (<10%)
750,17,0.26742788461538464,Medium (10-30%)
751,17,0.40712530712530715,High (>30%)
752,17,0.0,Low (<10%)
753,17,1.0,High (>30%)
754,17,0.0,Low (<10%)
755,17,0.0,Low (<10%)
756,17,0.0,Low (<10%)
757,17,0.022916666666666665,Low (<10%)
