image_id,file_name,instances,density_group,density_source,domain,domain_source,growth_stage,stage_source,mean_instance_occlusion,occlusion_group,selection_phase,selection_rank,selection_stratum,matched_boxes
977,bb8161ed883e05ea4c879668c02e0dafbfb72c75fcec44cd2f33fa58487caf6c.png,39,30-40,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.008194549910446797,Low (<10%),marginal_group_coverage,1,UQ_11 | 30-40 | Post-Flowering,39
151,1bc40765823188639221e9bef9cf35e73906553a6809b47d564dca35aa67dcae.png,54,50-60,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.06706025282009631,Low (<10%),joint_stratum_round_robin,46,NAU_2 | 50-60 | Post-Flowering,54
343,3d3dbc1bfd2d0c8e7f1d39e48341a99a1652c16dcae0d64497e226649c919211.png,9,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%),joint_stratum_round_robin,47,Terraref_2 | 0-10 | Filling,9
650,7f5cf836f926582ff0ae00f4adf0435c61899e19db50afbbdaeddb0fa39fbaa3.png,100,>100,authoritative_subset_annotations,UQ_9,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.42506642767439495,High (>30%),joint_stratum_round_robin,48,UQ_9 | >100 | Filling-Ripening,100
627,7b2b8d8215a8a3ff1206391fef0a3e1ec80ca9f4389b6ec3e5d1e0ce34f290da.png,64,60-70,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.33219928026850326,High (>30%),joint_stratum_round_robin,49,KSU_3 | 60-70 | Filling,64
396,497f9dd3e34f946e46ebfafca71ac763d5a1adf4ad8db288b11e2240a13d4908.png,62,60-70,authoritative_subset_annotations,ARC_1,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.13417377731203786,Medium (10-30%),joint_stratum_round_robin,50,ARC_1 | 60-70 | Filling,62
378,460375f69e189a5aafbd7e8e151d13eca7d01c1d569fb583b9b0ff820f8bf615.png,45,40-50,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10662274969011347,Medium (10-30%),joint_stratum_round_robin,51,UQ_11 | 40-50 | Post-Flowering,45
262,2e9e372f93542e86ac8f7518e5572c61ef412a48ea53bf8e6e2b21086e67c5f9.png,109,>100,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.055525640623893,Low (<10%),joint_stratum_round_robin,52,NAU_2 | >100 | Post-Flowering,109
223,2858895582ee3505e92d91c150e0f1c2b55287a054b30e366cce55a3233e0e47.png,48,40-50,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.06861447866003866,Low (<10%),joint_stratum_round_robin,53,NAU_2 | 40-50 | Post-Flowering,48
538,68e0ebae1ccb658855395b7314e654204c95b00e90a1c3f6531c93137bf34029.png,50,50-60,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.09375376132409925,Low (<10%),joint_stratum_round_robin,54,NAU_3 | 50-60 | Filling,50
652,7f93ee58cac5c4939378c5c7448d7e2bd6477be800b32e2fa9cc917327a546a6.png,16,10-20,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%),joint_stratum_round_robin,55,KSU_4 | 10-20 | Ripening,16
763,91edc93bee2deaa58b729fa77041bd73649301fa62fea357c9ce2929c5830b0a.png,67,60-70,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.2207446230319949,Medium (10-30%),joint_stratum_round_robin,56,CIMMYT_1 | 60-70 | Post-Flowering,67
1176,dd7deb17ffb0191dd839ca9ab6441aae406e0e497b9cf473a086d71ca0729833.png,74,70-80,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.08581698454224553,Low (<10%),joint_stratum_round_robin,57,NAU_3 | 70-80 | Filling,74
1224,e69f493af388b9eea8715cb57ecf2585ecf43b53fc02faa2cd70e10ea1051382.png,117,>100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.12355670897389255,Medium (10-30%),joint_stratum_round_robin,58,UQ_10 | >100 | Filling-Ripening,117
590,7228cb212d5496d80c4d3b4b5ffb61206d2ff1e8a4da739aeb8b137454797c51.png,40,40-50,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.06181270345169911,Low (<10%),joint_stratum_round_robin,59,CIMMYT_3 | 40-50 | Post-Flowering,40
1031,c3d6ee524b6c4d8de09f2d08b3973b66b88e00c99405fa2a780686a9e4314a8e.png,70,70-80,authoritative_subset_annotations,Ukyoto_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.436279176349123,High (>30%),joint_stratum_round_robin,60,Ukyoto_1 | 70-80 | Post-Flowering,70
1124,d4ae9c2180ce6013bddca86d5ef93407c8e4898f5be17a8cb7cc3ce88880318e.png,23,20-30,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10449273541480145,Medium (10-30%),joint_stratum_round_robin,61,CIMMYT_3 | 20-30 | Post-Flowering,23
279,320d65be4720b663001ebfc54ad9bd7c7ce6a83991395681289472d688891184.png,59,50-60,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.00956613522701185,Low (<10%),joint_stratum_round_robin,62,CIMMYT_2 | 50-60 | Post-Flowering,59
472,5b75c3599a6f9b1277068e8a3a9d9a812190f99fb0194a0ef0b7028da51db287.png,52,50-60,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.01654616370479604,Low (<10%),joint_stratum_round_robin,63,CIMMYT_1 | 50-60 | Post-Flowering,52
48,08ab46fdcf86c9787eeb0097058eb6f893134c7a6480928e753700320b4b6e0d.png,19,10-20,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10722938576930682,Medium (10-30%),joint_stratum_round_robin,64,CIMMYT_2 | 10-20 | Post-Flowering,19
