image_id,file_name,instances,density_group,density_source,domain,domain_source,growth_stage,stage_source,mean_instance_occlusion,occlusion_group,selection_phase,selection_rank,selection_stratum
1271,ef23f37742204651ceacc809f7fe62d4d2c0521ad2c8018e772474429b52ae59.png,33,30-40,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.10372333852144257,Medium (10-30%),marginal_group_coverage,1,KSU_4 | 30-40 | Ripening
435,52fe0e7e01ad112fabecb3d1269e58a91929a866fb93028a6c9b5d7ab393ae8c.png,33,30-40,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.04942989560109619,Low (<10%),joint_stratum_round_robin,47,Terraref_2 | 30-40 | Filling
92,11944b36d9fda4c21a7203421dd4a0de61b9d9a8c8448d3418dea4e28c31450a.png,80,80-100,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.06993234837314997,Low (<10%),joint_stratum_round_robin,48,NAU_3 | 80-100 | Filling
1124,d4ae9c2180ce6013bddca86d5ef93407c8e4898f5be17a8cb7cc3ce88880318e.png,23,20-30,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10449273541480145,Medium (10-30%),joint_stratum_round_robin,49,CIMMYT_3 | 20-30 | Post-Flowering
1323,f674ddf815f4be5e36b4bf4905559562630da66d37cfb70c3aadf9563ff7e638.png,99,80-100,authoritative_subset_annotations,UQ_7,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.17865706961537364,Medium (10-30%),joint_stratum_round_robin,50,UQ_7 | 80-100 | Ripening
590,7228cb212d5496d80c4d3b4b5ffb61206d2ff1e8a4da739aeb8b137454797c51.png,40,40-50,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.06181270345169911,Low (<10%),joint_stratum_round_robin,51,CIMMYT_3 | 40-50 | Post-Flowering
508,61d9ad2002e4f17842d08728cb07b131277a957a9f6a19dcb3efe60f4164bb26.png,82,80-100,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0012616616689480884,Low (<10%),joint_stratum_round_robin,52,KSU_3 | 80-100 | Filling
881,a981b3674d8fb6aaaab46b3bb7ad0bf52f8aca96032a69fcac43a72c462c7dd2.png,0,0-10,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0,Low (<10%),joint_stratum_round_robin,53,CIMMYT_3 | 0-10 | Post-Flowering
59,0af5c1bc753619e4f5d504e5424d056af22954f04d50cd0d4a21682cfdd9a4dc.png,55,50-60,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.08591213905091168,Low (<10%),joint_stratum_round_robin,54,CIMMYT_3 | 50-60 | Post-Flowering
1129,d5abfdbd63a0d137f610cd4de02cb9ec29c27d4e2861548df0c3043bcf7f87d7.png,63,60-70,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.03781990058589175,Low (<10%),joint_stratum_round_robin,55,UQ_10 | 60-70 | Filling-Ripening
873,a78f889b83294e2bdf12ceb6e0eeea8e8330e86847380ac1aed6deb50b9aa1f0.png,51,50-60,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.06996430062836202,Low (<10%),joint_stratum_round_robin,56,Terraref_1 | 50-60 | Ripening
94,11f2950bd15de7c55f66c7af78436d0f444c56f332edd455cb8ad2f4cd2fdc76.png,40,40-50,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.05229558870945587,Low (<10%),joint_stratum_round_robin,57,Terraref_2 | 40-50 | Filling
848,a2bbc0c13317f4d9b68c06fa6a1b9f955583f16d5f81bcdfa720f57e587b247e.png,38,30-40,authoritative_subset_annotations,UQ_9,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.16220350762107016,Medium (10-30%),joint_stratum_round_robin,58,UQ_9 | 30-40 | Filling-Ripening
1326,f6ad84a7559f46204cf40d3df1962b50738ddb5d6cc4ee35f461b265b3d6d021.png,76,70-80,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.11644605901175777,Medium (10-30%),joint_stratum_round_robin,59,UQ_10 | 70-80 | Filling-Ripening
907,ad0d94309c53fab42484e0c3c5f83ac1e56cb5dd2f9d4305169bb8c72cf2bcb8.png,48,40-50,authoritative_subset_annotations,Ukyoto_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.13770670205383198,Medium (10-30%),joint_stratum_round_robin,60,Ukyoto_1 | 40-50 | Post-Flowering
1060,c9e70ffb0c261c71e09485fb98f28d39b837683b3195bcb32a8e743f123f89da.png,62,60-70,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.04320814549055642,Low (<10%),joint_stratum_round_robin,61,Terraref_1 | 60-70 | Ripening
1176,dd7deb17ffb0191dd839ca9ab6441aae406e0e497b9cf473a086d71ca0729833.png,74,70-80,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.08581698454224553,Low (<10%),joint_stratum_round_robin,62,NAU_3 | 70-80 | Filling
264,2ebc1edb8574427a21a245fbd141cd927ea3148b360c1c0c629b375067f805e9.png,30,30-40,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.002975295850950478,Low (<10%),joint_stratum_round_robin,63,KSU_3 | 30-40 | Filling
669,84185ca9e0886adf5349b2540ca11062bf1ad9813fe5a2c6cf6a597df09f3247.png,15,10-20,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0,Low (<10%),joint_stratum_round_robin,64,UQ_11 | 10-20 | Post-Flowering
